,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
10,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Bilaspur,1,0,3,,2404,9113,0,,,,,1031494,525066,1961922,2021-10-31 08:00,https://twitter.com/HealthCgGov,,65681,1210,64448,,1031494,525066,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,1556560.0,11517
11,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Raigarh,2,0,4,,752,6265,0,,,,,1074306,967326,1493627,2021-10-31 08:00,https://twitter.com/HealthCgGov,,62590,978,61597,,1074306,967326,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,2041632.0,7017
12,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Korba,5,0,2,,1086,1126,0,,,,,650457,287588,1206563,2021-10-31 08:00,https://twitter.com/HealthCgGov,,54847,580,54228,,650457,287588,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,938045.0,2212
13,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Janjgir Champa,2,0,4,,1722,1341,0,,,,,896087,317605,1620632,2021-10-31 08:00,https://twitter.com/HealthCgGov,,57636,838,56766,,896087,317605,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,1213692.0,3063
14,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Mungeli,0,0,0,,1330,981,0,,,,,282508,109857,701707,2021-10-31 08:00,https://twitter.com/HealthCgGov,,23921,167,23753,,282508,109857,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,392365.0,2311
15,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Gaurela Pendra Marwahi,1,0,0,,257,297,0,,,,,189474,79788,0,2021-10-31 08:00,https://twitter.com/HealthCgGov,,12011,146,11864,,189474,79788,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,269262.0,554
16,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Surguja,0,0,0,,1831,1834,0,,,,,468885,277031,420661,2021-10-31 08:00,https://twitter.com/HealthCgGov,,33673,245,33426,,468885,277031,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,745916.0,3665
17,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Koriya,0,1,0,,2370,346,0,26976.714285714286,176.14285714285714,26798.0,,375503,128177,659039,2021-10-31 08:00,https://twitter.com/HealthCgGov,,26980,177,26798,,375503,128177,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,503680.0,2716
18,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Surajpur,0,0,0,,442,322,0,,,,,419247,163526,660280,2021-10-31 08:00,https://twitter.com/HealthCgGov,,29029,224,28805,,419247,163526,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,582773.0,764
19,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Balrampur,0,0,0,,1654,725,0,,,,,305554,112777,598855,2021-10-31 08:00,https://twitter.com/HealthCgGov,,20302,118,20182,,305554,112777,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,418331.0,2379
20,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Jashpur,0,0,3,,187,383,0,,,,,435884,182747,852043,2021-10-31 08:00,https://twitter.com/HealthCgGov,,27093,212,26867,,435884,182747,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,618631.0,570
21,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Bastar,2,0,2,,82,129,0,,,,,443759,178775,1302253,2021-10-31 08:00,https://twitter.com/HealthCgGov,,21066,188,20845,,443759,178775,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,622534.0,211
22,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Kondagaon,0,0,0,,243,184,0,,,,,317695,100468,578326,2021-10-31 08:00,https://twitter.com/HealthCgGov,,13139,99,13036,,317695,100468,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,418163.0,427
23,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Dakshin Bastar Dantewada,1,0,0,,143,1299,0,,,,,158243,80855,533638,2021-10-31 08:00,https://twitter.com/HealthCgGov,,10840,25,10809,,158243,80855,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,239098.0,1442
24,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Sukma,0,0,1,,140,77,0,,,,,134654,81437,249000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,8066,20,8041,,134654,81437,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,216091.0,217
25,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Uttar Bastar Kanker,0,0,0,,995,645,0,,,,,405744,171484,748593,2021-10-31 08:00,https://twitter.com/HealthCgGov,,23636,224,23407,,405744,171484,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,577228.0,1640
26,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Narayanpur,0,0,0,,1075,903,0,,,,,53032,19468,140206,2021-10-31 08:00,https://twitter.com/HealthCgGov,,4019,14,4005,,53032,19468,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,72500.0,1978
27,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Bijapur,3,0,1,,47,56,0,,,,,103247,44245,229832,2021-10-31 08:00,https://twitter.com/HealthCgGov,,8324,55,8263,,103247,44245,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,147492.0,103
28,2021-11-31,CT,32,1,32,0,21842,39937,0,1005958.5714285716,13574.714285714286,992103.0,,14850127.0,7341840.0,Other State,1,0,0,,0,0,0,,,,,0,0,0,2021-10-31 08:00,https://twitter.com/HealthCgGov,,805,131,666,,0,0,2021-11-03 09:39,28724000,2021-10-31 08:00,https://twitter.com/HealthCgGov,,1006052,13577,992159,,14850127,7341840,22191967.0,61779.0,22191967.0,,0
