Updated On,State,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered),Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years (Individuals Vaccinated),45-60 Years (Individuals Vaccinated),60+ Years (Individuals Vaccinated),Male (Individuals Vaccinated),Female (Individuals Vaccinated),Transgender (Individuals Vaccinated)
09/05/2021,Dadra and Nagar Haveli and Daman and Diu,103786.0,7150.0,71.0,82726.0,21060.0,,,,0.0,103786.0,,85.0,,,,13546.0,49323.0,19847.0,49357.0,33365.0,4.0
10/05/2021,Dadra and Nagar Haveli and Daman and Diu,104954.0,6700.0,66.0,83125.0,21829.0,,,,0.0,104954.0,,85.0,,,,13671.0,49527.0,19916.0,49588.0,33533.0,4.0
11/05/2021,Dadra and Nagar Haveli and Daman and Diu,105912.0,6400.0,63.0,83422.0,22490.0,,,,0.0,105912.0,,85.0,,,,13771.0,49680.0,19959.0,49769.0,33649.0,4.0
12/05/2021,Dadra and Nagar Haveli and Daman and Diu,106625.0,6900.0,69.0,83791.0,22834.0,,,,0.0,106625.0,,85.0,,,,13878.0,49878.0,20023.0,49997.0,33790.0,4.0
13/05/2021,Dadra and Nagar Haveli and Daman and Diu,109633.0,8700.0,83.0,85968.0,23665.0,,,,0.0,109633.0,,85.0,,,,15740.0,50138.0,20077.0,51468.0,34496.0,4.0
14/05/2021,Dadra and Nagar Haveli and Daman and Diu,113326.0,9950.0,94.0,88556.0,24770.0,,,,0.0,113326.0,,85.0,,,,18047.0,50359.0,20136.0,53215.0,35336.0,5.0
15/05/2021,Dadra and Nagar Haveli and Daman and Diu,117518.0,9650.0,91.0,91647.0,25871.0,,,,0.0,117518.0,,85.0,,,,20819.0,50633.0,20180.0,55230.0,36412.0,5.0
16/05/2021,Dadra and Nagar Haveli and Daman and Diu,120646.0,5576.0,46.0,94759.0,25887.0,,,,0.0,120646.0,,85.0,,,,23749.0,50786.0,20209.0,57113.0,37641.0,5.0
17/05/2021,Dadra and Nagar Haveli and Daman and Diu,123420.0,6595.0,47.0,97527.0,25893.0,,,,0.0,123420.0,,85.0,,,,26348.0,50932.0,20229.0,58815.0,38705.0,7.0
18/05/2021,Dadra and Nagar Haveli and Daman and Diu,123865.0,6000.0,43.0,97967.0,25898.0,,,,0.0,123865.0,,85.0,,,,26772.0,50945.0,20232.0,59110.0,38850.0,7.0
19/05/2021,Dadra and Nagar Haveli and Daman and Diu,126803.0,6600.0,39.0,100902.0,25901.0,,,,0.0,126803.0,,85.0,,,,,,,61010.0,39884.0,8.0
20/05/2021,Dadra and Nagar Haveli and Daman and Diu,133618.0,10451.0,46.0,107711.0,25907.0,,,,0.0,133618.0,,85.0,,,,36282.0,51132.0,20266.0,65253.0,42447.0,11.0
21/05/2021,Dadra and Nagar Haveli and Daman and Diu,140028.0,11650.0,48.0,114121.0,25907.0,,,,0.0,140028.0,,85.0,,,,,,,69428.0,44681.0,12.0
22/05/2021,Dadra and Nagar Haveli and Daman and Diu,146279.0,12515.0,50.0,120370.0,25909.0,,,,0.0,146279.0,0.0,85.0,,,,48581.0,51435.0,20312.0,73425.0,46932.0,13.0
23/05/2021,Dadra and Nagar Haveli and Daman and Diu,150932.0,11026.0,55.0,125022.0,25910.0,,,,0.0,150932.0,0.0,85.0,,,,53111.0,51548.0,20321.0,76439.0,48569.0,14.0
24/05/2021,Dadra and Nagar Haveli and Daman and Diu,156860.0,10115.0,38.0,130945.0,25915.0,,,,0.0,156860.0,0.0,85.0,,,,58787.0,51755.0,20356.0,80435.0,50496.0,14.0
25/05/2021,Dadra and Nagar Haveli and Daman and Diu,162836.0,11346.0,46.0,136916.0,25920.0,,,,0.0,162836.0,0.0,85.0,,,,64541.0,51947.0,20380.0,84502.0,52396.0,18.0
26/05/2021,Dadra and Nagar Haveli and Daman and Diu,168731.0,12140.0,49.0,142805.0,25926.0,,,,0.0,168731.0,0.0,85.0,,,,70187.0,52154.0,20410.0,88489.0,54297.0,19.0
27/05/2021,Dadra and Nagar Haveli and Daman and Diu,174518.0,12550.0,54.0,148574.0,25944.0,,,,0.0,174518.0,0.0,86.0,,,,75619.0,52453.0,20446.0,92570.0,55984.0,20.0
28/05/2021,Dadra and Nagar Haveli and Daman and Diu,180694.0,12695.0,53.0,154743.0,25951.0,,,,0.0,180694.0,0.0,86.0,,,,81367.0,52832.0,20483.0,97003.0,57718.0,22.0
29/05/2021,Dadra and Nagar Haveli and Daman and Diu,186645.0,14931.0,70.0,160687.0,25958.0,,,,0.0,186645.0,0.0,86.0,,,,86902.0,53188.0,20532.0,101326.0,59336.0,25.0
30/05/2021,Dadra and Nagar Haveli and Daman and Diu,189815.0,10895.0,63.0,163856.0,25959.0,,,,0.0,189815.0,0.0,86.0,,,,89891.0,53349.0,20549.0,103366.0,60464.0,26.0
31/05/2021,Dadra and Nagar Haveli and Daman and Diu,196079.0,15320.0,66.0,170105.0,25974.0,,,,0.0,196079.0,0.0,87.0,,,,95810.0,53646.0,20580.0,107652.0,62425.0,28.0
01/06/2021,Dadra and Nagar Haveli and Daman and Diu,202000.0,15070.0,67.0,176010.0,25990.0,,,,0.0,202000.0,0.0,87.0,,,,101347.0,53971.0,20617.0,111720.0,64260.0,30.0
02/06/2021,Dadra and Nagar Haveli and Daman and Diu,207670.0,14695.0,64.0,181665.0,26005.0,,,,0.0,207670.0,0.0,87.0,,,,106625.0,54296.0,20660.0,115547.0,66086.0,32.0
03/06/2021,Dadra and Nagar Haveli and Daman and Diu,211798.0,11380.0,64.0,185784.0,26014.0,,,,0.0,211798.0,0.0,87.0,,,,110451.0,54548.0,20697.0,118375.0,67377.0,32.0
04/06/2021,Dadra and Nagar Haveli and Daman and Diu,215802.0,10712.0,64.0,189765.0,26037.0,,,,0.0,215802.0,0.0,87.0,,,,114126.0,54808.0,20742.0,121264.0,68467.0,34.0
05/06/2021,Dadra and Nagar Haveli and Daman and Diu,223040.0,13592.0,64.0,196978.0,26062.0,,,,0.0,223040.0,0.0,87.0,,,,120965.0,55118.0,20796.0,126248.0,70695.0,35.0
06/06/2021,Dadra and Nagar Haveli and Daman and Diu,223524.0,4090.0,35.0,197457.0,26067.0,,,,0.0,223524.0,0.0,87.0,,,,121339.0,55214.0,20804.0,126481.0,70941.0,35.0
07/06/2021,Dadra and Nagar Haveli and Daman and Diu,229256.0,14890.0,72.0,203171.0,26085.0,,,,0.0,229256.0,0.0,87.0,,,,126645.0,55570.0,20851.0,130290.0,72845.0,36.0
08/06/2021,Dadra and Nagar Haveli and Daman and Diu,235270.0,15700.0,68.0,209124.0,26146.0,,,,0.0,235270.0,0.0,87.0,,,,132081.0,56003.0,20930.0,134360.0,74726.0,38.0
09/06/2021,Dadra and Nagar Haveli and Daman and Diu,240179.0,14190.0,61.0,214014.0,26165.0,,,,0.0,240179.0,0.0,87.0,,,,136562.0,56365.0,20968.0,137845.0,76129.0,40.0
10/06/2021,Dadra and Nagar Haveli and Daman and Diu,245100.0,17855.0,74.0,218904.0,26196.0,,,,0.0,245100.0,0.0,87.0,,,,141038.0,56715.0,21024.0,141277.0,77585.0,42.0
11/06/2021,Dadra and Nagar Haveli and Daman and Diu,254764.0,23350.0,81.0,228473.0,26291.0,,,,0.0,254764.0,0.0,87.0,,,,150008.0,57213.0,21113.0,148138.0,80292.0,43.0
12/06/2021,Dadra and Nagar Haveli and Daman and Diu,266651.0,23335.0,85.0,240306.0,26345.0,,,,0.0,266651.0,0.0,87.0,,,,161023.0,57903.0,21225.0,156408.0,83855.0,43.0
13/06/2021,Dadra and Nagar Haveli and Daman and Diu,266969.0,2001.0,9.0,240620.0,26349.0,,,,0.0,266969.0,0.0,87.0,,,,161234.0,57987.0,21244.0,156567.0,84010.0,43.0
14/06/2021,Dadra and Nagar Haveli and Daman and Diu,272199.0,14508.0,62.0,245784.0,26415.0,,,,0.0,272199.0,0.0,87.0,,,,165785.0,58516.0,21326.0,160003.0,85737.0,44.0
15/06/2021,Dadra and Nagar Haveli and Daman and Diu,278954.0,16822.0,64.0,252456.0,26498.0,,,,0.0,278954.0,0.0,87.0,,,,171868.0,59007.0,21418.0,164670.0,87740.0,46.0
16/06/2021,Dadra and Nagar Haveli and Daman and Diu,284862.0,16630.0,64.0,258254.0,26608.0,,,,0.0,284862.0,0.0,87.0,,,,177030.0,59548.0,21510.0,168510.0,89695.0,49.0
17/06/2021,Dadra and Nagar Haveli and Daman and Diu,290875.0,19560.0,63.0,264197.0,26678.0,,,,0.0,290875.0,0.0,87.0,,,,182479.0,59980.0,21569.0,172681.0,91465.0,51.0
18/06/2021,Dadra and Nagar Haveli and Daman and Diu,297644.0,21890.0,67.0,270889.0,26755.0,,,,12.0,297632.0,0.0,87.0,,,,188575.0,60512.0,21624.0,176901.0,93932.0,56.0
19/06/2021,Dadra and Nagar Haveli and Daman and Diu,308375.0,25304.0,70.0,281451.0,26924.0,,,,12.0,308363.0,0.0,87.0,,,,198255.0,61295.0,21703.0,184489.0,96905.0,57.0
20/06/2021,Dadra and Nagar Haveli and Daman and Diu,308704.0,5500.0,9.0,281761.0,26943.0,,,,12.0,308692.0,0.0,87.0,,,,198492.0,61359.0,21712.0,184697.0,97008.0,56.0
21/06/2021,Dadra and Nagar Haveli and Daman and Diu,317267.0,23225.0,70.0,290224.0,27043.0,,,,12.0,317255.0,0.0,87.0,,,,206126.0,62108.0,21789.0,190780.0,99388.0,56.0
22/06/2021,Dadra and Nagar Haveli and Daman and Diu,325006.0,23175.0,70.0,297701.0,27305.0,,,,12.0,324994.0,0.0,87.0,,,,212772.0,62822.0,21896.0,196202.0,101441.0,58.0
23/06/2021,Dadra and Nagar Haveli and Daman and Diu,332131.0,23897.0,72.0,304552.0,27579.0,,,,12.0,332119.0,0.0,87.0,,,,218778.0,63494.0,22058.0,201037.0,103454.0,61.0
24/06/2021,Dadra and Nagar Haveli and Daman and Diu,341048.0,24072.0,71.0,312751.0,28297.0,,,,12.0,341036.0,0.0,88.0,,,,225927.0,64359.0,22237.0,207083.0,105607.0,61.0
25/06/2021,Dadra and Nagar Haveli and Daman and Diu,358072.0,36957.0,78.0,328407.0,29665.0,234322.0,123685.0,65.0,12.0,358060.0,0.0,89.0,247689.0,77714.0,32669.0,,,,,,
26/06/2021,Dadra and Nagar Haveli and Daman and Diu,373369.0,37487.0,74.0,341459.0,31910.0,244985.0,128310.0,74.0,12.0,373357.0,0.0,89.0,259413.0,80739.0,33217.0,,,,,,
27/06/2021,Dadra and Nagar Haveli and Daman and Diu,379687.0,36136.0,65.0,346721.0,32966.0,248944.0,130667.0,76.0,12.0,379675.0,0.0,89.0,264143.0,82077.0,33467.0,,,,,,
28/06/2021,Dadra and Nagar Haveli and Daman and Diu,395486.0,40800.0,78.0,359960.0,35526.0,259477.0,135924.0,85.0,12.0,395474.0,0.0,97.0,275642.0,85639.0,34205.0,,,,,,
29/06/2021,Dadra and Nagar Haveli and Daman and Diu,410791.0,42898.0,76.0,372906.0,37885.0,270270.0,140429.0,92.0,12.0,410779.0,0.0,97.0,287201.0,88760.0,34830.0,,,,,,
30/06/2021,Dadra and Nagar Haveli and Daman and Diu,427328.0,47482.0,72.0,387093.0,40235.0,281770.0,145461.0,97.0,12.0,427316.0,0.0,98.0,299875.0,92101.0,35352.0,,,,,,
01/07/2021,Dadra and Nagar Haveli and Daman and Diu,440380.0,57072.0,69.0,397956.0,42424.0,291173.0,149108.0,99.0,12.0,440368.0,0.0,99.0,309548.0,95012.0,35820.0,,,,,,
02/07/2021,Dadra and Nagar Haveli and Daman and Diu,452556.0,48502.0,67.0,407860.0,44696.0,299862.0,152594.0,100.0,12.0,452544.0,0.0,106.0,318307.0,97928.0,36321.0,,,,,,
03/07/2021,Dadra and Nagar Haveli and Daman and Diu,466349.0,52897.0,68.0,418716.0,47633.0,309600.0,156646.0,103.0,12.0,466337.0,0.0,106.0,328062.0,101390.0,36897.0,,,,,,
04/07/2021,Dadra and Nagar Haveli and Daman and Diu,470444.0,42737.0,59.0,422031.0,48413.0,312401.0,157939.0,104.0,12.0,470432.0,0.0,106.0,330921.0,102415.0,37108.0,,,,,,
05/07/2021,Dadra and Nagar Haveli and Daman and Diu,480984.0,47156.0,68.0,430117.0,50867.0,319716.0,161162.0,106.0,12.0,480972.0,0.0,106.0,338177.0,105079.0,37728.0,,,,,,
06/07/2021,Dadra and Nagar Haveli and Daman and Diu,490259.0,45470.0,64.0,437350.0,52909.0,326107.0,164043.0,109.0,12.0,490247.0,0.0,114.0,344570.0,107455.0,38234.0,,,,,,
07/07/2021,Dadra and Nagar Haveli and Daman and Diu,498827.0,46520.0,65.0,444220.0,54607.0,331972.0,166745.0,110.0,12.0,498815.0,0.0,116.0,350504.0,109615.0,38708.0,,,,,,
08/07/2021,Dadra and Nagar Haveli and Daman and Diu,507064.0,47662.0,64.0,450935.0,56129.0,337707.0,169246.0,111.0,12.0,507052.0,0.0,116.0,356350.0,111545.0,39169.0,,,,,,
09/07/2021,Dadra and Nagar Haveli and Daman and Diu,515931.0,50910.0,64.0,458057.0,57874.0,343939.0,171880.0,112.0,12.0,515919.0,0.0,116.0,362830.0,113545.0,39556.0,,,,,,
10/07/2021,Dadra and Nagar Haveli and Daman and Diu,526065.0,49621.0,66.0,466297.0,59768.0,351033.0,174917.0,115.0,12.0,526053.0,0.0,116.0,370335.0,115772.0,39958.0,,,,,,
11/07/2021,Dadra and Nagar Haveli and Daman and Diu,529280.0,40610.0,62.0,468945.0,60335.0,353163.0,176001.0,116.0,12.0,529268.0,0.0,116.0,372678.0,116484.0,40118.0,,,,,,
12/07/2021,Dadra and Nagar Haveli and Daman and Diu,537625.0,42940.0,62.0,476046.0,61579.0,359053.0,178454.0,118.0,12.0,537613.0,0.0,116.0,378872.0,118277.0,40476.0,,,,,,
13/07/2021,Dadra and Nagar Haveli and Daman and Diu,545506.0,43365.0,61.0,482903.0,62603.0,364526.0,180860.0,120.0,12.0,545494.0,0.0,116.0,384960.0,119779.0,40767.0,,,,,,
14/07/2021,Dadra and Nagar Haveli and Daman and Diu,556914.0,42755.0,63.0,493223.0,63691.0,372222.0,184570.0,122.0,12.0,556902.0,0.0,116.0,391169.0,124071.0,41674.0,,,,,,
15/07/2021,Dadra and Nagar Haveli and Daman and Diu,563640.0,41052.0,61.0,499125.0,64515.0,376939.0,186577.0,124.0,12.0,563628.0,0.0,116.0,396295.0,125403.0,41942.0,,,,,,
16/07/2021,Dadra and Nagar Haveli and Daman and Diu,571175.0,41293.0,61.0,505750.0,65425.0,382145.0,188904.0,126.0,12.0,571163.0,0.0,129.0,402117.0,126841.0,42217.0,,,,,,
17/07/2021,Dadra and Nagar Haveli and Daman and Diu,577408.0,41360.0,61.0,510853.0,66555.0,386397.0,190885.0,126.0,12.0,577396.0,0.0,129.0,406752.0,128186.0,42470.0,,,,,,
18/07/2021,Dadra and Nagar Haveli and Daman and Diu,578466.0,37270.0,58.0,511641.0,66825.0,387099.0,191241.0,126.0,12.0,578454.0,0.0,129.0,407485.0,128454.0,42527.0,,,,,,
19/07/2021,Dadra and Nagar Haveli and Daman and Diu,582330.0,40437.0,62.0,514780.0,67550.0,389785.0,192418.0,127.0,12.0,582318.0,0.0,132.0,410318.0,129305.0,42707.0,,,,,,
20/07/2021,Dadra and Nagar Haveli and Daman and Diu,586391.0,39926.0,61.0,518038.0,68353.0,392612.0,193652.0,127.0,12.0,586379.0,0.0,132.0,413272.0,130223.0,42896.0,,,,,,
21/07/2021,Dadra and Nagar Haveli and Daman and Diu,589138.0,36260.0,68.0,520184.0,68954.0,394463.0,194548.0,127.0,12.0,589126.0,0.0,133.0,415324.0,130776.0,43038.0,,,,,,
22/07/2021,Dadra and Nagar Haveli and Daman and Diu,593122.0,35700.0,68.0,523395.0,69727.0,397170.0,195824.0,128.0,12.0,593110.0,0.0,133.0,418233.0,131624.0,43265.0,,,,,,
23/07/2021,Dadra and Nagar Haveli and Daman and Diu,597203.0,35200.0,67.0,526635.0,70568.0,400018.0,197055.0,130.0,12.0,597191.0,0.0,133.0,421295.0,132429.0,43479.0,,,,,,
24/07/2021,Dadra and Nagar Haveli and Daman and Diu,601578.0,35450.0,67.0,530226.0,71352.0,402953.0,198495.0,130.0,12.0,601566.0,0.0,133.0,424566.0,133355.0,43657.0,,,,,,
25/07/2021,Dadra and Nagar Haveli and Daman and Diu,602615.0,32850.0,64.0,531096.0,71519.0,403657.0,198828.0,130.0,12.0,602603.0,0.0,133.0,425354.0,133558.0,43703.0,,,,,,
26/07/2021,Dadra and Nagar Haveli and Daman and Diu,606626.0,36259.0,68.0,534491.0,72135.0,406410.0,200085.0,131.0,34.0,606592.0,0.0,133.0,428298.0,134393.0,43935.0,,,,,,
27/07/2021,Dadra and Nagar Haveli and Daman and Diu,611269.0,37075.0,67.0,538600.0,72669.0,409482.0,201656.0,131.0,34.0,611235.0,0.0,133.0,431871.0,135220.0,44178.0,,,,,,
28/07/2021,Dadra and Nagar Haveli and Daman and Diu,615500.0,0.0,0.0,542326.0,73174.0,412281.0,203087.0,132.0,34.0,615466.0,0.0,133.0,435091.0,136019.0,44390.0,,,,,,
29/07/2021,Dadra and Nagar Haveli and Daman and Diu,619866.0,36820.0,67.0,546225.0,73641.0,415024.0,204709.0,133.0,34.0,619832.0,0.0,133.0,438467.0,136774.0,44625.0,,,,,,
30/07/2021,Dadra and Nagar Haveli and Daman and Diu,624332.0,36100.0,67.0,550157.0,74175.0,417996.0,206203.0,133.0,34.0,624298.0,0.0,138.0,441878.0,137626.0,44828.0,,,,,,
31/07/2021,Dadra and Nagar Haveli and Daman and Diu,629887.0,37760.0,71.0,555117.0,74770.0,421642.0,208110.0,135.0,35.0,629852.0,0.0,138.0,446346.0,138496.0,45045.0,,,,,,
01/08/2021,Dadra and Nagar Haveli and Daman and Diu,632753.0,25800.0,62.0,557791.0,74962.0,423639.0,208980.0,134.0,47.0,632706.0,0.0,138.0,447990.0,139470.0,45293.0,,,,,,
02/08/2021,Dadra and Nagar Haveli and Daman and Diu,636961.0,33540.0,73.0,561594.0,75367.0,426538.0,210288.0,135.0,47.0,636914.0,0.0,138.0,451423.0,140071.0,45467.0,,,,,,
03/08/2021,Dadra and Nagar Haveli and Daman and Diu,641218.0,43740.0,66.0,565492.0,75726.0,429382.0,211701.0,135.0,47.0,641171.0,0.0,138.0,454826.0,140704.0,45688.0,,,,,,
04/08/2021,Dadra and Nagar Haveli and Daman and Diu,644843.0,44930.0,67.0,568728.0,76115.0,431733.0,212975.0,135.0,47.0,644796.0,0.0,141.0,457651.0,141338.0,45854.0,,,,,,
05/08/2021,Dadra and Nagar Haveli and Daman and Diu,648979.0,44250.0,66.0,572257.0,76722.0,434412.0,214431.0,136.0,47.0,648932.0,0.0,141.0,460968.0,141976.0,46035.0,,,,,,
06/08/2021,Dadra and Nagar Haveli and Daman and Diu,653596.0,45870.0,66.0,576155.0,77441.0,437429.0,216032.0,135.0,47.0,653549.0,0.0,141.0,464737.0,142646.0,46213.0,,,,,,
07/08/2021,Dadra and Nagar Haveli and Daman and Diu,659199.0,46720.0,67.0,580287.0,78912.0,440923.0,218140.0,136.0,47.0,659152.0,0.0,141.0,469335.0,143414.0,46450.0,,,,,,
08/08/2021,Dadra and Nagar Haveli and Daman and Diu,659199.0,46720.0,67.0,580287.0,78912.0,440923.0,218140.0,136.0,47.0,659152.0,0.0,141.0,469335.0,143414.0,46450.0,,,,,,
09/08/2021,Dadra and Nagar Haveli and Daman and Diu,660860.0,38680.0,61.0,581361.0,79499.0,441897.0,218827.0,136.0,47.0,660813.0,0.0,141.0,470655.0,143667.0,46538.0,,,,,,
10/08/2021,Dadra and Nagar Haveli and Daman and Diu,665221.0,47210.0,70.0,584370.0,80851.0,444656.0,220429.0,136.0,47.0,665174.0,0.0,142.0,474123.0,144345.0,46753.0,,,,,,
11/08/2021,Dadra and Nagar Haveli and Daman and Diu,669560.0,45100.0,67.0,587642.0,81918.0,447463.0,221960.0,137.0,47.0,669513.0,0.0,142.0,477631.0,144973.0,46956.0,,,,,,
12/08/2021,Dadra and Nagar Haveli and Daman and Diu,677971.0,45485.0,68.0,593207.0,84764.0,452843.0,224989.0,139.0,47.0,677924.0,0.0,142.0,484627.0,146051.0,47293.0,,,,,,
13/08/2021,Dadra and Nagar Haveli and Daman and Diu,682451.0,44090.0,66.0,595672.0,86779.0,455820.0,226492.0,139.0,47.0,682404.0,0.0,142.0,488458.0,146566.0,47427.0,,,,,,
14/08/2021,Dadra and Nagar Haveli and Daman and Diu,688801.0,47160.0,68.0,598380.0,90421.0,459960.0,228702.0,139.0,47.0,688754.0,0.0,142.0,494108.0,147130.0,47563.0,,,,,,
15/08/2021,Dadra and Nagar Haveli and Daman and Diu,689509.0,38120.0,61.0,598496.0,91013.0,460369.0,229001.0,139.0,47.0,689462.0,0.0,0.0,494773.0,147164.0,47572.0,,,,,,
16/08/2021,Dadra and Nagar Haveli and Daman and Diu,693814.0,46860.0,67.0,600183.0,93631.0,463240.0,230434.0,140.0,47.0,693767.0,0.0,0.0,498537.0,147607.0,47670.0,,,,,,
17/08/2021,Dadra and Nagar Haveli and Daman and Diu,698856.0,46160.0,69.0,602325.0,96531.0,466590.0,232125.0,141.0,47.0,698809.0,0.0,0.0,502949.0,148096.0,47811.0,,,,,,
18/08/2021,Dadra and Nagar Haveli and Daman and Diu,703088.0,48785.0,68.0,603839.0,99249.0,469414.0,233532.0,142.0,47.0,703041.0,0.0,0.0,506688.0,148487.0,47913.0,,,,,,
19/08/2021,Dadra and Nagar Haveli and Daman and Diu,706809.0,47070.0,68.0,605003.0,101806.0,471922.0,234744.0,143.0,47.0,706762.0,0.0,142.0,510011.0,148789.0,48009.0,,,,,,
20/08/2021,Dadra and Nagar Haveli and Daman and Diu,711118.0,47780.0,69.0,606106.0,105012.0,474919.0,236055.0,144.0,47.0,711071.0,0.0,0.0,513921.0,149112.0,48085.0,,,,,,
21/08/2021,Dadra and Nagar Haveli and Daman and Diu,716965.0,48455.0,70.0,607352.0,109613.0,479149.0,237672.0,144.0,47.0,716918.0,0.0,0.0,519215.0,149554.0,48196.0,,,,,,
22/08/2021,Dadra and Nagar Haveli and Daman and Diu,716992.0,39000.0,59.0,607377.0,109615.0,479170.0,237678.0,144.0,47.0,716945.0,0.0,141.0,519238.0,149558.0,48196.0,,,,,,
23/08/2021,Dadra and Nagar Haveli and Daman and Diu,722445.0,48655.0,68.0,608777.0,113668.0,482737.0,239563.0,145.0,47.0,722398.0,0.0,141.0,524105.0,150017.0,48323.0,,,,,,
24/08/2021,Dadra and Nagar Haveli and Daman and Diu,727794.0,48245.0,68.0,609984.0,117810.0,486194.0,241451.0,149.0,47.0,727747.0,0.0,142.0,528916.0,150462.0,48416.0,,,,,,
25/08/2021,Dadra and Nagar Haveli and Daman and Diu,732725.0,48010.0,68.0,611213.0,121512.0,489470.0,243106.0,149.0,47.0,732678.0,0.0,142.0,533288.0,150919.0,48518.0,,,,,,
26/08/2021,Dadra and Nagar Haveli and Daman and Diu,736921.0,48250.0,68.0,612107.0,124814.0,492239.0,244533.0,149.0,47.0,736874.0,0.0,142.0,537009.0,151311.0,48601.0,,,,,,
27/08/2021,Dadra and Nagar Haveli and Daman and Diu,742367.0,48560.0,69.0,613529.0,128838.0,495755.0,246461.0,151.0,47.0,742320.0,0.0,142.0,541843.0,151800.0,48724.0,,,,,,
28/08/2021,Dadra and Nagar Haveli and Daman and Diu,749905.0,48285.0,67.0,614974.0,134931.0,501039.0,248714.0,152.0,47.0,749858.0,0.0,142.0,548716.0,152387.0,48802.0,,,,,,
29/08/2021,Dadra and Nagar Haveli and Daman and Diu,750837.0,38990.0,61.0,615190.0,135647.0,501612.0,249073.0,152.0,47.0,750790.0,0.0,142.0,549550.0,152464.0,48823.0,,,,,,
30/08/2021,Dadra and Nagar Haveli and Daman and Diu,754668.0,46700.0,64.0,616318.0,138350.0,504356.0,250159.0,153.0,47.0,754621.0,0.0,142.0,552980.0,152798.0,48890.0,,,,,,
31/08/2021,Dadra and Nagar Haveli and Daman and Diu,758329.0,48080.0,69.0,617182.0,141147.0,506854.0,251321.0,154.0,47.0,758282.0,0.0,142.0,556266.0,153107.0,48956.0,,,,,,
01/09/2021,Dadra and Nagar Haveli and Daman and Diu,762621.0,41130.0,57.0,618195.0,144426.0,509630.0,252837.0,154.0,47.0,762574.0,0.0,142.0,560096.0,153491.0,49034.0,,,,,,
02/09/2021,Dadra and Nagar Haveli and Daman and Diu,767369.0,41210.0,57.0,619315.0,148054.0,512869.0,254346.0,154.0,47.0,767322.0,0.0,142.0,564337.0,153917.0,49115.0,,,,,,
03/09/2021,Dadra and Nagar Haveli and Daman and Diu,772757.0,41130.0,57.0,620459.0,152298.0,516597.0,256006.0,154.0,47.0,772710.0,0.0,142.0,569227.0,154339.0,49191.0,,,,,,
04/09/2021,Dadra and Nagar Haveli and Daman and Diu,780232.0,41570.0,57.0,621571.0,158661.0,521577.0,258498.0,157.0,47.0,780185.0,0.0,142.0,576090.0,154862.0,49280.0,,,,,,
05/09/2021,Dadra and Nagar Haveli and Daman and Diu,780836.0,30600.0,47.0,621727.0,159109.0,521943.0,258736.0,157.0,47.0,780789.0,0.0,142.0,576641.0,154905.0,49290.0,,,,,,
06/09/2021,Dadra and Nagar Haveli and Daman and Diu,786579.0,41310.0,56.0,622932.0,163647.0,526040.0,260381.0,158.0,47.0,786532.0,0.0,142.0,581819.0,155369.0,49391.0,,,,,,
07/09/2021,Dadra and Nagar Haveli and Daman and Diu,791497.0,41930.0,58.0,624022.0,167475.0,529382.0,261957.0,158.0,48.0,791449.0,0.0,142.0,586220.0,155789.0,49488.0,,,,,,
08/09/2021,Dadra and Nagar Haveli and Daman and Diu,795034.0,41420.0,58.0,624779.0,170255.0,531824.0,263052.0,158.0,48.0,794986.0,0.0,142.0,589392.0,156088.0,49554.0,,,,,,
09/09/2021,Dadra and Nagar Haveli and Daman and Diu,800382.0,41740.0,57.0,625824.0,174558.0,535958.0,264265.0,159.0,48.0,800334.0,0.0,142.0,594288.0,156487.0,49607.0,,,,,,
10/09/2021,Dadra and Nagar Haveli and Daman and Diu,801965.0,30640.0,48.0,626220.0,175745.0,537187.0,264619.0,159.0,48.0,801917.0,0.0,142.0,595716.0,156623.0,49626.0,,,,,,
11/09/2021,Dadra and Nagar Haveli and Daman and Diu,808401.0,43570.0,56.0,627250.0,181151.0,541504.0,266737.0,160.0,48.0,808353.0,0.0,142.0,601594.0,157121.0,49686.0,,,,,,
12/09/2021,Dadra and Nagar Haveli and Daman and Diu,808956.0,35260.0,54.0,627358.0,181598.0,541853.0,266943.0,160.0,48.0,808908.0,0.0,0.0,602098.0,157166.0,49692.0,,,,,,
13/09/2021,Dadra and Nagar Haveli and Daman and Diu,813330.0,46000.0,62.0,628058.0,185272.0,545050.0,268120.0,160.0,48.0,813282.0,0.0,142.0,606097.0,157488.0,49745.0,,,,,,
14/09/2021,Dadra and Nagar Haveli and Daman and Diu,818079.0,46770.0,64.0,628888.0,189191.0,548303.0,269615.0,161.0,48.0,818031.0,0.0,142.0,610393.0,157877.0,49809.0,,,,,,
15/09/2021,Dadra and Nagar Haveli and Daman and Diu,823408.0,46115.0,63.0,629843.0,193565.0,551797.0,271448.0,163.0,48.0,823360.0,0.0,143.0,615195.0,158316.0,49897.0,,,,,,
16/09/2021,Dadra and Nagar Haveli and Daman and Diu,829922.0,46310.0,65.0,631042.0,198880.0,556098.0,273658.0,166.0,48.0,829874.0,0.0,143.0,621104.0,158835.0,49983.0,,,,,,
