District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,Date,tested_last_updated_district,last_updated,tested_last_updated_state,State,tested_source_district,tested_source_state,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
Gopalganj,16685,94,16590,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Jamui,9418,106,9311,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Jehanabad,10783,109,10674,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Kaimur(Bhabua),4984,147,4837,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Katihar,18145,94,18050,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Khagaria,10064,88,9976,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Kishanganj,10125,66,10055,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Lakhisarai,7776,102,7674,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Madhepura,12547,111,12435,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Madhubani,18362,339,18023,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Munger,15111,158,14952,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Muzaffarpur,31398,621,30776,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Nalanda,23432,468,22964,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Nawada,10352,178,10174,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Pashchim Champaran,20890,358,20532,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Patna,146998,2334,144644,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Purbi Champaran,19015,430,18585,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Purnia,24427,180,24247,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Rohtas,13979,271,13707,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Saharasa,17616,134,17482,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Samastipur,20018,155,19863,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Saran,23274,255,23018,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Sheikhpura,7693,75,7618,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Sheohar,4404,36,4366,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Sitamarhi,9185,127,9058,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Siwan,15195,170,15025,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Supaul,17222,129,17093,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
Vaishali,19826,192,19632,0,2021-10-26,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,2021-10-26 00:18:00+05:30,Bihar,https://twitter.com/BiharHealthDept,https://twitter.com/BiharHealthDept,726068,9661,716367,49447986
