Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict,deltaVaccinatedForState,delta7ConfirmedForState,delta7DeceasedForState,delta7RecoveredForState,delta7VaccinatedForState,delta7TestedForState,delta7ConfirmedForDistrict,delta7DeceasedForDistrict,delta7RecoveredForDistrict,delta7VaccinatedForDistrict,delta21_14ConfirmedForState,delta21_14ConfirmedForDistrict,7DmaVaccinatedForState,7DmaVaccinatedForDistrict
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Korba,0,0,2,0,3756,3458,0,0,0,54218,0,0,0,1206563,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,54840,580,54226,,645155,283006,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,928161.0,-272931.0,141260.0,186,3,97,941918.0,-13505793.0,-2767,-257,-2526,,139,10.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Janjgir Champa,8,0,0,0,2502,2255,0,0,0,56758,0,0,0,1620632,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,57632,838,56762,,891626,314223,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,1205849.0,594766.0,141260.0,186,3,97,941918.0,-13505793.0,30551,626,29903,,139,10.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Mungeli,0,0,1,0,2407,1942,0,0,0,23750,0,0,0,701707,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,23920,167,23752,,278997,107331,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,386328.0,-175207.0,141260.0,186,3,97,941918.0,-13505793.0,1150,-100,1249,,139,2.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Gaurela Pendra Marwahi,0,0,0,0,471,550,0,0,0,11864,0,0,0,0,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,12010,146,11864,,188846,79028,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,267874.0,-143695.0,141260.0,186,3,97,941918.0,-13505793.0,-1125,47,-1170,,139,0.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Surguja,1,0,0,0,6069,4924,0,0,0,33425,0,0,0,420661,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,33673,245,33426,,461727,270094,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,731821.0,-189126.0,141260.0,186,3,97,941918.0,-13505793.0,-21143,-335,-20786,,139,2.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Koriya,0,0,0,0,2791,1016,0,0,0,26798,0,0,0,659039,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,26976,176,26798,,368852,126917,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,495769.0,3807.0,141260.0,186,3,97,941918.0,-13505793.0,2,0,0,,139,1.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Surajpur,0,0,0,0,2935,2534,0,0,0,28805,0,0,0,660280,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,29029,224,28805,,416407,161009,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,577416.0,-557828.0,141260.0,186,3,97,941918.0,-13505793.0,-2336,-141,-2194,,139,1.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Balrampur,0,0,0,0,4504,2912,0,0,0,20182,0,0,0,598855,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,20302,118,20182,,300007,109585,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,409592.0,27613.0,141260.0,186,3,97,941918.0,-13505793.0,-3618,-49,-3568,,139,1.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Jashpur,2,0,1,0,1794,2195,0,0,0,26860,0,0,0,852043,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,27093,212,26864,,434247,180825,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,615072.0,545342.0,141260.0,186,3,97,941918.0,-13505793.0,23074,198,22860,,139,5.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Bastar,1,0,0,0,1239,1165,0,0,0,20843,0,0,0,1302253,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,21062,188,20843,,442365,177605,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,619970.0,,141260.0,186,3,97,941918.0,-13505793.0,20261,57,20181,,139,1.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Kondagaon,0,0,0,0,1720,1733,0,0,0,13035,0,0,0,578326,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,13139,99,13036,,315983,99039,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,415022.0,-1588939.0,141260.0,186,3,97,941918.0,-13505793.0,-49442,-879,-48550,,139,2.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Dakshin Bastar Dantewada,1,0,0,0,459,563,0,0,0,10806,0,0,0,533638,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,10839,25,10808,,157663,78793,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,236456.0,-2220060.0,141260.0,186,3,97,941918.0,-13505793.0,-147160,-3114,-144027,,139,5.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Sukma,0,0,1,0,548,774,0,0,0,8036,0,0,0,249000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,8066,20,8038,,134109,80480,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,214589.0,-1334636.0,141260.0,186,3,97,941918.0,-13505793.0,-48006,-495,-47516,,139,4.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Uttar Bastar Kanker,1,0,1,0,3277,2508,0,0,0,23405,0,0,0,748593,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,23636,224,23407,,401933,168785,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,570718.0,357451.0,141260.0,186,3,97,941918.0,-13505793.0,15575,204,15373,,139,5.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Narayanpur,0,0,0,0,232,148,0,0,0,4004,0,0,0,140206,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,4019,14,4005,,51685,18425,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,70110.0,-501837.0,141260.0,186,3,97,941918.0,-13505793.0,-25010,-210,-24800,,139,0.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Bijapur,0,0,0,0,210,132,0,0,0,8260,0,0,0,229832,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,8319,55,8262,,103125,44105,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,147230.0,-573598.0,141260.0,186,3,97,941918.0,-13505793.0,-25352,-190,-25163,,139,5.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Other State,0,0,0,0,0,0,0,0,0,663,0,0,0,0,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,801,131,664,,0,0,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,,,141260.0,186,3,97,941918.0,-13505793.0,-22832,-93,-22741,,139,4.0,21423538.0,0
