,State,Vaccination1,Vaccination2,Date,Confirmed,Recovered,Deceased,Other,Tested,Vaccination3
7817,Andhra Pradesh,,,2020-10-20,789553,749676,6481,0,7196628,
7818,Arunachal Pradesh,,,2020-10-20,13778,11035,31,0,298490,
7819,Assam,,,2020-10-20,202073,174411,884,3,4395965,
7820,Bihar,,,2020-10-20,206961,194889,1011,1,9389946,
7821,Chandigarh,,,2020-10-20,13743,12724,209,0,96707,
7822,Chhattisgarh,,,2020-10-20,165279,137986,1584,0,1569496,
7823,Dadra and Nagar Haveli and Daman and Diu,,,2020-10-20,3194,3128,2,25,72410,
7824,Delhi,,,2020-10-20,336750,306747,6081,0,4083476,
7825,Goa,,,2020-10-20,41031,37275,555,0,284193,
7826,Gujarat,,,2020-10-20,161848,144027,3654,0,5479536,
7827,Haryana,,,2020-10-20,152174,140436,1660,0,2406566,
7828,Himachal Pradesh,,,2020-10-20,19357,16454,269,38,351141,
7829,India,,,2020-10-20,7649104,6792445,115950,1282,97200379,
7830,Jammu and Kashmir,,,2020-10-20,88958,79437,1397,0,2048631,
7831,Jharkhand,,,2020-10-20,97414,90385,849,0,2913412,
7832,Karnataka,,,2020-10-20,776901,662329,10608,19,6844594,
7833,Kerala,,,2020-10-20,353473,260243,1207,101,4029699,
7834,Ladakh,,,2020-10-20,5695,4787,67,0,60690,
7835,Madhya Pradesh,,,2020-10-20,162178,146860,2811,0,2630278,
7836,Maharashtra,,,2020-10-20,1609516,1392308,42453,490,8251234,
7837,Manipur,,,2020-10-20,16064,12059,121,0,325782,
7838,Meghalaya,,,2020-10-20,8593,6497,76,0,189783,
7839,Mizoram,,,2020-10-20,2280,2163,0,0,97664,
7840,Nagaland,,,2020-10-20,8020,6268,21,72,91678,
7841,Odisha,,,2020-10-20,272250,252197,1221,0,4117090,
7842,Puducherry,,,2020-10-20,33452,28774,577,0,274238,
7843,Punjab,,,2020-10-20,128590,119658,4037,0,2359842,
7844,Rajasthan,,,2020-10-20,177123,155095,1774,0,3524088,
7845,Sikkim,,,2020-10-20,3643,3245,63,81,54631,
7846,Tamil Nadu,,,2020-10-20,694030,646555,10741,0,9112067,
7847,Telangana,,,2020-10-20,224545,202577,1282,0,3898829,
7848,Tripura,,,2020-10-20,29685,26725,328,23,435868,
7849,Uttar Pradesh,,,2020-10-20,459154,422024,6714,0,13298742,
7850,Uttarakhand,,,2020-10-20,58601,51862,946,429,927422,
7851,West Bengal,,,2020-10-20,329057,287707,6180,0,4078651,
7852,Andaman and Nicobar Islands,,,2020-10-21,4168,3913,56,0,78303,
7853,Andhra Pradesh,,,2020-10-21,793299,754415,6508,0,7271050,
7854,Arunachal Pradesh,,,2020-10-21,13912,11199,31,0,300977,
7855,Assam,,,2020-10-21,202774,176075,889,3,4438417,
7856,Bihar,,,2020-10-21,208238,196208,1019,1,9531168,
7857,Chandigarh,,,2020-10-21,13797,12842,209,0,97841,
7858,Chhattisgarh,,,2020-10-21,167639,140216,1628,0,1593040,
7859,Dadra and Nagar Haveli and Daman and Diu,,,2020-10-21,3207,3136,2,25,72410,
7860,Delhi,,,2020-10-21,340436,310191,6128,0,4142540,
7861,Goa,,,2020-10-21,41339,37683,557,0,285455,
7862,Gujarat,,,2020-10-21,162985,145207,3663,0,5532522,
7863,Haryana,,,2020-10-21,153367,141506,1674,0,2429010,
7864,Himachal Pradesh,,,2020-10-21,19621,16673,274,38,354396,
7865,India,,,2020-10-21,7705368,6872006,116651,1287,98670363,
7866,Jammu and Kashmir,,,2020-10-21,89582,80092,1402,0,2075701,
7867,Jharkhand,,,2020-10-21,98061,91004,851,0,2988023,
7868,Karnataka,,,2020-10-21,782773,671618,10696,19,6952835,
7869,Kerala,,,2020-10-21,361842,267082,1233,102,4091729,
7870,Ladakh,,,2020-10-21,5781,4865,68,0,60690,
7871,Madhya Pradesh,,,2020-10-21,163296,148082,2828,0,2656824,
7872,Maharashtra,,,2020-10-21,1617658,1415679,42633,494,8327493,
7873,Manipur,,,2020-10-21,16278,12197,124,0,327918,
7874,Meghalaya,,,2020-10-21,8621,6674,77,0,191490,
7875,Mizoram,,,2020-10-21,2310,2174,0,0,99424,
7876,Nagaland,,,2020-10-21,8139,6361,21,72,92889,
7877,Odisha,,,2020-10-21,274181,254913,1234,0,4159394,
7878,Puducherry,,,2020-10-21,33622,29016,580,0,278193,
7879,Punjab,,,2020-10-21,129088,120220,4060,0,2385846,
7880,Rajasthan,,,2020-10-21,178933,157960,1788,0,3546683,
7881,Sikkim,,,2020-10-21,3677,3280,63,81,54836,
7882,Tamil Nadu,,,2020-10-21,697116,650856,10780,0,9193849,
7883,Telangana,,,2020-10-21,226124,204388,1287,0,3940304,
7884,Tripura,,,2020-10-21,29797,26990,329,23,438334,
7885,Uttar Pradesh,,,2020-10-21,461475,425356,6755,0,13445758,
7886,Uttarakhand,,,2020-10-21,59106,52632,960,429,941156,
7887,West Bengal,,,2020-10-21,333126,291303,6244,0,4122243,
7888,Andaman and Nicobar Islands,,,2020-10-22,4184,3937,57,0,79301,
7889,Andhra Pradesh,,,2020-10-22,796919,758138,6524,0,7347776,
7890,Arunachal Pradesh,,,2020-10-22,14077,11407,32,0,303101,
7891,Assam,,,2020-10-22,203282,177659,896,3,4472792,
7892,Bihar,,,2020-10-22,209296,197193,1026,1,9676330,
7893,Chandigarh,,,2020-10-22,13848,12924,212,0,98981,
7894,Chhattisgarh,,,2020-10-22,170130,143212,1680,0,1617726,
7895,Dadra and Nagar Haveli and Daman and Diu,,,2020-10-22,3213,3137,2,26,72410,
7896,Delhi,,,2020-10-22,344318,312918,6163,0,4201310,
7897,Goa,,,2020-10-22,41586,38031,564,0,286711,
7898,Gujarat,,,2020-10-22,164121,146408,3670,0,5585445,
7899,Haryana,,,2020-10-22,154495,142798,1688,0,2455407,
7900,Himachal Pradesh,,,2020-10-22,19844,16911,279,31,357860,
7901,India,,,2020-10-22,7759739,6946575,117337,1301,100113085,
7902,Jammu and Kashmir,,,2020-10-22,90166,80802,1412,0,2100760,
7903,Jharkhand,,,2020-10-22,98610,91629,859,0,3019158,
7904,Karnataka,,,2020-10-22,788551,684835,10770,19,7060189,
7905,Kerala,,,2020-10-22,369324,274675,1256,102,4147822,
7906,Ladakh,,,2020-10-22,5812,4902,68,0,60690,
7907,Madhya Pradesh,,,2020-10-22,164341,149353,2842,0,2687838,
7908,Maharashtra,,,2020-10-22,1625197,1431856,42831,499,8402559,
7909,Manipur,,,2020-10-22,16623,12393,127,0,327918,
7910,Meghalaya,,,2020-10-22,8720,6981,78,0,193190,
7911,Mizoram,,,2020-10-22,2341,2175,0,0,100553,
7912,Nagaland,,,2020-10-22,8296,6400,21,72,93381,
7913,Odisha,,,2020-10-22,276094,257041,1249,0,4199508,
7914,Puducherry,,,2020-10-22,33832,29211,582,0,282040,
7915,Punjab,,,2020-10-22,129693,121155,4072,0,2409686,
7916,Rajasthan,,,2020-10-22,180755,160614,1800,0,3568198,
7917,Sikkim,,,2020-10-22,3727,3328,63,82,54836,
7918,Tamil Nadu,,,2020-10-22,700193,655170,10825,0,9275108,
7919,Telangana,,,2020-10-22,227580,206105,1292,0,3978869,
7920,Tripura,,,2020-10-22,29922,27229,331,23,441342,
7921,Uttar Pradesh,,,2020-10-22,463858,427937,6790,0,13603679,
7922,Uttarakhand,,,2020-10-22,59508,53200,968,443,953487,
7923,West Bengal,,,2020-10-22,337283,294911,6308,0,4166495,
7924,Andaman and Nicobar Islands,,,2020-10-23,4207,3945,58,0,80768,
7925,Andhra Pradesh,,,2020-10-23,800684,762419,6544,0,7428014,
7926,Arunachal Pradesh,,,2020-10-23,14145,11613,33,0,304526,
7927,Assam,,,2020-10-23,203709,179843,900,3,4490288,
7928,Bihar,,,2020-10-23,210389,198437,1034,1,9818199,
7929,Chandigarh,,,2020-10-23,13920,13009,214,0,100045,
7930,Chhattisgarh,,,2020-10-23,172580,146222,1738,0,1642977,
7931,Dadra and Nagar Haveli and Daman and Diu,,,2020-10-23,3219,3140,2,26,72410,
7932,Delhi,,,2020-10-23,348404,316214,6189,0,4259878,
7933,Goa,,,2020-10-23,41813,38421,568,0,287887,
7934,Gujarat,,,2020-10-23,165233,147672,3676,0,5638392,
7935,Haryana,,,2020-10-23,155765,143978,1705,0,2480029,
7936,Himachal Pradesh,,,2020-10-23,20040,17113,280,31,361941,
7937,India,,,2020-10-23,7813670,7013569,117992,1306,101382564,
7938,Jammu and Kashmir,,,2020-10-23,90752,81486,1424,0,2125790,
7939,Jharkhand,,,2020-10-23,99045,92128,862,0,3058954,
7940,Karnataka,,,2020-10-23,793907,693584,10821,19,7168545,
7941,Kerala,,,2020-10-23,377835,280793,1282,102,4212611,
7942,Ladakh,,,2020-10-23,5840,4984,68,0,71063,
7943,Madhya Pradesh,,,2020-10-23,165294,150678,2855,0,2718925,
7944,Maharashtra,,,2020-10-23,1632544,1445103,43015,504,8479155,
7945,Manipur,,,2020-10-23,16779,12562,132,0,333718,
7946,Meghalaya,,,2020-10-23,8801,7092,79,0,194818,
7947,Mizoram,,,2020-10-23,2359,2184,0,0,101868,
7948,Nagaland,,,2020-10-23,8436,6501,21,72,93929,
7949,Odisha,,,2020-10-23,277887,259418,1267,0,4240241,
7950,Puducherry,,,2020-10-23,33986,29427,584,0,285824,
7951,Punjab,,,2020-10-23,130157,121735,4095,0,2433133,
7952,Rajasthan,,,2020-10-23,182570,162981,1814,0,3587537,
7953,Sikkim,,,2020-10-23,3770,3383,63,82,55320,
7954,Tamil Nadu,,,2020-10-23,703250,659432,10858,0,9356580,
7955,Telangana,,,2020-10-23,229001,207326,1298,0,4017353,
7956,Tripura,,,2020-10-23,30067,27479,336,23,443478,
7957,Uttar Pradesh,,,2020-10-23,466060,430962,6830,0,13756000,
7958,Uttarakhand,,,2020-10-23,59796,53718,979,443,967258,
7959,West Bengal,,,2020-10-23,341426,298587,6368,0,4211077,
7960,Andaman and Nicobar Islands,,,2020-10-24,4225,3968,58,0,81880,
7961,Andhra Pradesh,,,2020-10-24,804026,765991,6566,0,7502933,
7962,Arunachal Pradesh,,,2020-10-24,14211,11781,33,0,305694,
7963,Assam,,,2020-10-24,203967,182791,902,3,4502551,
7964,Bihar,,,2020-10-24,211443,199521,1042,1,9960104,
7965,Chandigarh,,,2020-10-24,13977,13087,216,0,100797,
7966,Chhattisgarh,,,2020-10-24,174591,148899,1793,0,1664735,
7967,Dadra and Nagar Haveli and Daman and Diu,,,2020-10-24,3223,3144,2,26,72410,
7968,Delhi,,,2020-10-24,352520,319828,6225,0,4315339,
7969,Goa,,,2020-10-24,42031,38769,570,0,289332,
7970,Gujarat,,,2020-10-24,166254,148685,3682,0,5691372,
7971,Haryana,,,2020-10-24,157064,145196,1720,0,2505052,
7972,Himachal Pradesh,,,2020-10-24,20213,17296,285,30,365838,
7973,India,,,2020-10-24,7864036,7075839,118570,1332,102523469,
7974,Jammu and Kashmir,,,2020-10-24,91329,82219,1430,0,2153529,
7975,Jharkhand,,,2020-10-24,99428,92598,864,0,3087671,
7976,Karnataka,,,2020-10-24,798378,700737,10873,19,7281090,
7977,Kerala,,,2020-10-24,386088,287261,1307,102,4280204,
7978,Ladakh,,,2020-10-24,5913,5052,71,0,71849,
7979,Madhya Pradesh,,,2020-10-24,166298,151946,2875,0,2750620,
7980,Maharashtra,,,2020-10-24,1638961,1455107,43152,508,8548036,
7981,Manipur,,,2020-10-24,17024,12719,138,0,335995,
7982,Meghalaya,,,2020-10-24,8884,7228,80,0,194818,
7983,Mizoram,,,2020-10-24,2389,2194,0,0,102952,
7984,Nagaland,,,2020-10-24,8515,6598,24,78,94496,
7985,Odisha,,,2020-10-24,279582,262031,1282,0,4280274,
7986,Puducherry,,,2020-10-24,34112,29614,586,0,289689,
7987,Punjab,,,2020-10-24,130640,122256,4107,0,2457574,
7988,Rajasthan,,,2020-10-24,184422,165496,1826,0,3609151,
7989,Sikkim,,,2020-10-24,3819,3408,63,82,55611,
7990,Tamil Nadu,,,2020-10-24,706136,663456,10893,0,9436817,
7991,Telangana,,,2020-10-24,230274,209034,1303,0,4052633,
7992,Tripura,,,2020-10-24,30132,27717,337,23,446317,
7993,Uttar Pradesh,,,2020-10-24,468238,433703,6854,0,13908303,
7994,Uttarakhand,,,2020-10-24,60155,54169,984,460,979025,
7995,West Bengal,,,2020-10-24,345574,302340,6427,0,4255801,
7996,Andaman and Nicobar Islands,,,2020-10-25,4245,3983,58,0,82626,
7997,Andhra Pradesh,,,2020-10-25,807023,769576,6587,0,7570352,
7998,Arunachal Pradesh,,,2020-10-25,14244,11951,33,0,306694,
7999,Assam,,,2020-10-25,204171,185752,906,3,4511304,
8000,Bihar,,,2020-10-25,212192,200920,1049,1,10099322,
8001,Chandigarh,,,2020-10-25,14038,13167,218,0,101219,
8002,Chhattisgarh,,,2020-10-25,175959,150398,1818,0,1679649,
8003,Dadra and Nagar Haveli and Daman and Diu,,,2020-10-25,3226,3146,2,26,72410,
8004,Delhi,,,2020-10-25,356656,323654,6258,0,4364408,
8005,Goa,,,2020-10-25,42242,39090,576,0,290350,
8006,Gujarat,,,2020-10-25,167173,149648,3689,0,5742742,
8007,Haryana,,,2020-10-25,158304,146282,1727,0,2527343,
8008,Himachal Pradesh,,,2020-10-25,20370,17568,286,30,368371,
8009,India,,,2020-10-25,7909958,7135143,119053,1355,103462778,
8010,Jammu and Kashmir,,,2020-10-25,91861,82858,1438,0,2175682,
8011,Jharkhand,,,2020-10-25,99686,92976,866,0,3109483,
8012,Karnataka,,,2020-10-25,802817,710843,10905,19,7381601,
8013,Kerala,,,2020-10-25,392931,294910,1333,103,4328416,
8014,Ladakh,,,2020-10-25,5933,5126,71,0,72336,
8015,Madhya Pradesh,,,2020-10-25,167249,153127,2885,0,2781721,
8016,Maharashtra,,,2020-10-25,1645020,1460755,43264,515,8608928,
8017,Manipur,,,2020-10-25,17162,12857,139,0,337820,
8018,Meghalaya,,,2020-10-25,9020,7332,81,0,198343,
8019,Mizoram,,,2020-10-25,2447,2194,0,0,104131,
8020,Nagaland,,,2020-10-25,8626,6653,25,83,95168,
8021,Odisha,,,2020-10-25,281215,264102,1298,0,4318075,
8022,Puducherry,,,2020-10-25,34193,29801,588,0,292567,
8023,Punjab,,,2020-10-25,131055,122721,4117,0,2478710,
8024,Rajasthan,,,2020-10-25,186243,167736,1839,0,3623031,
8025,Sikkim,,,2020-10-25,3835,3443,64,82,55797,
8026,Tamil Nadu,,,2020-10-25,709005,667475,10924,0,9517507,
8027,Telangana,,,2020-10-25,231252,210480,1307,0,4079688,
8028,Tripura,,,2020-10-25,30218,27863,340,23,448279,
8029,Uttar Pradesh,,,2020-10-25,470270,436071,6882,0,14025713,
8030,Uttarakhand,,,2020-10-25,60376,54488,993,470,987364,
8031,West Bengal,,,2020-10-25,349701,306197,6487,0,4298339,
8032,Andaman and Nicobar Islands,,,2020-10-26,4253,3997,58,0,83115,
8033,Andhra Pradesh,,,2020-10-26,808924,773548,6606,0,7621896,
8034,Arunachal Pradesh,,,2020-10-26,14391,12182,35,0,308912,
8035,Assam,,,2020-10-26,204386,188584,908,3,4525529,
8036,Bihar,,,2020-10-26,212705,202007,1058,1,10223823,
8037,Chandigarh,,,2020-10-26,14085,13230,222,0,101778,
8038,Chhattisgarh,,,2020-10-26,177608,153654,1861,0,1698096,
8039,Dadra and Nagar Haveli and Daman and Diu,,,2020-10-26,3226,3147,2,26,72410,
8040,Delhi,,,2020-10-26,359488,327390,6312,0,4398819,
8041,Goa,,,2020-10-26,42532,39433,582,0,291630,
8042,Gujarat,,,2020-10-26,168081,150750,3693,0,5793788,
8043,Haryana,,,2020-10-26,159457,147566,1737,0,2543257,
8044,Himachal Pradesh,,,2020-10-26,20586,17760,288,30,371107,
8045,India,,,2020-10-26,7946062,7199016,119544,1366,104420894,
8046,Jammu and Kashmir,,,2020-10-26,92225,83485,1444,0,2194292,
8047,Jharkhand,,,2020-10-26,99906,93368,872,0,3126794,
8048,Karnataka,,,2020-10-26,805947,719558,10947,19,7447493,
8049,Kerala,,,2020-10-26,397218,302017,1353,104,4363557,
8050,Ladakh,,,2020-10-26,5978,5216,71,0,72336,
8051,Madhya Pradesh,,,2020-10-26,167969,154222,2890,0,2807820,
8052,Maharashtra,,,2020-10-26,1648665,1470660,43348,520,8645195,
8053,Manipur,,,2020-10-26,17426,13057,144,0,337820,
8054,Meghalaya,,,2020-10-26,9068,7471,81,0,198343,
8055,Mizoram,,,2020-10-26,2493,2209,0,0,104545,
8056,Nagaland,,,2020-10-26,8700,6720,33,83,95524,
8057,Odisha,,,2020-10-26,282695,266105,1312,0,4354956,
8058,Puducherry,,,2020-10-26,34336,29990,588,0,293626,
8059,Punjab,,,2020-10-26,131391,123047,4125,0,2493748,
8060,Rajasthan,,,2020-10-26,188048,169962,1853,0,3631465,
8061,Sikkim,,,2020-10-26,3840,3448,65,82,55817,
8062,Tamil Nadu,,,2020-10-26,711713,671489,10956,0,9589743,
8063,Telangana,,,2020-10-26,231834,211912,1311,0,4094417,
8064,Tripura,,,2020-10-26,30254,28046,340,23,449199,
8065,Uttar Pradesh,,,2020-10-26,472068,438512,6902,0,14138340,
8066,Uttarakhand,,,2020-10-26,60744,55188,1001,475,996525,
8067,West Bengal,,,2020-10-26,353822,310086,6546,0,4340570,
8068,Andaman and Nicobar Islands,,,2020-10-27,4274,4019,58,0,84308,
8069,Andhra Pradesh,,,2020-10-27,811825,777900,6625,0,7696653,
8070,Arunachal Pradesh,,,2020-10-27,14472,12297,36,0,310668,
8071,Assam,,,2020-10-27,204789,191027,914,3,4551693,
8072,Bihar,,,2020-10-27,213383,203244,1065,1,10358361,
8073,Chandigarh,,,2020-10-27,14152,13279,223,0,102933,
8074,Chhattisgarh,,,2020-10-27,179654,156080,1881,0,1719929,
8075,Dadra and Nagar Haveli and Daman and Diu,,,2020-10-27,3229,3152,2,26,72410,
8076,Delhi,,,2020-10-27,364341,330112,6356,0,4456029,
8077,Goa,,,2020-10-27,42747,39778,585,0,293591,
8078,Gujarat,,,2020-10-27,169073,151988,3698,0,5845715,
8079,Haryana,,,2020-10-27,160705,148503,1750,0,2562470,
8080,Himachal Pradesh,,,2020-10-27,20817,17974,293,30,375778,
8081,India,,,2020-10-27,7989098,7257445,120055,1362,105487680,
8082,Jammu and Kashmir,,,2020-10-27,92677,84236,1451,0,2214645,
8083,Jharkhand,,,2020-10-27,100224,93874,876,0,3152647,
8084,Karnataka,,,2020-10-27,809638,727298,10991,19,7514194,
8085,Kerala,,,2020-10-27,402675,309032,1377,105,4409750,
8086,Ladakh,,,2020-10-27,6024,5262,73,0,72336,
8087,Madhya Pradesh,,,2020-10-27,168483,155232,2898,0,2827043,
8088,Maharashtra,,,2020-10-27,1654028,1478496,43463,525,8700033,
8089,Manipur,,,2020-10-27,17606,13208,150,0,342491,
8090,Meghalaya,,,2020-10-27,9138,7643,82,0,198790,
8091,Mizoram,,,2020-10-27,2527,2224,0,0,106304,
8092,Nagaland,,,2020-10-27,8763,6755,33,73,95968,
8093,Odisha,,,2020-10-27,283942,268115,1325,0,4385259,
8094,Puducherry,,,2020-10-27,34482,30153,588,0,297195,
8095,Punjab,,,2020-10-27,131737,123510,4138,0,2515967,
8096,Rajasthan,,,2020-10-27,189844,172028,1867,0,3654738,
8097,Sikkim,,,2020-10-27,3863,3452,67,82,55898,
8098,Tamil Nadu,,,2020-10-27,714235,675518,10983,0,9660430,
8099,Telangana,,,2020-10-27,232671,213466,1315,0,4115516,
8100,Tripura,,,2020-10-27,30290,28130,341,23,449911,
8101,Uttar Pradesh,,,2020-10-27,474054,440847,6940,0,14276788,
8102,Uttarakhand,,,2020-10-27,60957,55610,1007,475,1008758,
8103,West Bengal,,,2020-10-27,357779,314003,6604,0,4382678,
8104,Andaman and Nicobar Islands,,,2020-10-28,4289,4039,58,0,85378,
8105,Andhra Pradesh,,,2020-10-28,814774,781509,6643,0,7773681,
8106,Arunachal Pradesh,,,2020-10-28,14580,12480,36,0,312775,
8107,Assam,,,2020-10-28,205237,192514,917,3,4577843,
8108,Bihar,,,2020-10-28,214163,204317,1069,1,10498813,
8109,Chandigarh,,,2020-10-28,14212,13359,224,0,104136,
8110,Chhattisgarh,,,2020-10-28,181583,157480,1936,0,1742743,
8111,Dadra and Nagar Haveli and Daman and Diu,,,2020-10-28,3235,3155,2,26,72410,
8112,Delhi,,,2020-10-28,370014,334240,6396,0,4516600,
8113,Goa,,,2020-10-28,42968,39974,592,0,295392,
8114,Gujarat,,,2020-10-28,170053,153095,3704,0,5897627,
8115,Haryana,,,2020-10-28,162223,149451,1758,0,2587171,
8116,Himachal Pradesh,,,2020-10-28,21149,18179,295,30,380415,
8117,India,,,2020-10-28,8039286,7314039,120570,1393,106563440,
8118,Jammu and Kashmir,,,2020-10-28,93213,84782,1455,0,2238671,
8119,Jharkhand,,,2020-10-28,100569,94326,880,0,3193717,
8120,Karnataka,,,2020-10-28,812784,733558,11046,19,7600348,
8121,Kerala,,,2020-10-28,411465,316692,1404,105,4476730,
8122,Ladakh,,,2020-10-28,6085,5369,74,0,72336,
8123,Madhya Pradesh,,,2020-10-28,169271,156264,2913,0,2853030,
8124,Maharashtra,,,2020-10-28,1660766,1486926,43554,540,8768879,
8125,Manipur,,,2020-10-28,17811,13420,156,0,342491,
8126,Meghalaya,,,2020-10-28,9228,7777,85,0,199611,
8127,Mizoram,,,2020-10-28,2607,2238,1,0,107811,
8128,Nagaland,,,2020-10-28,8824,6869,34,81,96714,
8129,Odisha,,,2020-10-28,285482,270130,1337,0,4422164,
8130,Puducherry,,,2020-10-28,34583,30307,590,0,301167,
8131,Punjab,,,2020-10-28,132263,123866,4158,0,2538610,
8132,Rajasthan,,,2020-10-28,191629,174044,1877,0,3677569,
8133,Sikkim,,,2020-10-28,3875,3463,67,82,56022,
8134,Tamil Nadu,,,2020-10-28,716751,679377,11018,0,9732863,
8135,Telangana,,,2020-10-28,234152,214917,1319,0,4155597,
8136,Tripura,,,2020-10-28,30450,28332,341,23,452230,
8137,Uttar Pradesh,,,2020-10-28,476034,443589,6958,0,14431272,
8138,Uttarakhand,,,2020-10-28,61261,56073,1009,483,1021965,
8139,West Bengal,,,2020-10-28,361703,317928,6664,0,4425231,
8140,Andaman and Nicobar Islands,,,2020-10-29,4305,4054,59,0,86715,
8141,Andhra Pradesh,,,2020-10-29,817679,784752,6659,0,7862459,
8142,Arunachal Pradesh,,,2020-10-29,14668,12623,37,0,314749,
8143,Assam,,,2020-10-29,205635,193571,923,3,4606145,
8144,Bihar,,,2020-10-29,214946,205385,1076,1,10630170,
8145,Chandigarh,,,2020-10-29,14292,13402,225,0,105409,
8146,Chhattisgarh,,,2020-10-29,183588,159268,1989,0,1767270,
8147,Dadra and Nagar Haveli and Daman and Diu,,,2020-10-29,3241,3163,2,26,72410,
8148,Delhi,,,2020-10-29,375753,338378,6423,0,4576724,
8149,Goa,,,2020-10-29,43201,40168,597,0,297075,
8150,Gujarat,,,2020-10-29,171040,154178,3708,0,5950616,
8151,Haryana,,,2020-10-29,163817,150660,1766,0,2611412,
8152,Himachal Pradesh,,,2020-10-29,21476,18378,301,30,384964,
8153,India,,,2020-10-29,8088051,7371906,121132,1400,107728088,
8154,Jammu and Kashmir,,,2020-10-29,93764,85370,1466,0,2261736,
8155,Jharkhand,,,2020-10-29,100964,94787,883,0,3233520,
8156,Karnataka,,,2020-10-29,816809,741219,11091,19,7701031,
8157,Kerala,,,2020-10-29,418485,325166,1430,105,4531069,
8158,Ladakh,,,2020-10-29,6139,5438,74,0,72336,
8159,Madhya Pradesh,,,2020-10-29,169999,157381,2929,0,2879262,
8160,Maharashtra,,,2020-10-29,1666668,1494809,43710,546,8837133,
8161,Manipur,,,2020-10-29,18053,13583,160,0,347026,
8162,Meghalaya,,,2020-10-29,9305,7890,87,0,200391,
8163,Mizoram,,,2020-10-29,2656,2256,1,0,109476,
8164,Nagaland,,,2020-10-29,8894,7019,35,82,97298,
8165,Odisha,,,2020-10-29,287099,272038,1350,0,4463559,
8166,Puducherry,,,2020-10-29,34761,30449,592,0,305068,
8167,Punjab,,,2020-10-29,132727,124293,4168,0,2561105,
8168,Rajasthan,,,2020-10-29,193419,175977,1888,0,3699339,
8169,Sikkim,,,2020-10-29,3893,3476,67,82,56150,
8170,Tamil Nadu,,,2020-10-29,719403,683464,11053,0,9808087,
8171,Telangana,,,2020-10-29,235656,216353,1324,0,4196958,
8172,Tripura,,,2020-10-29,30563,28502,342,23,454388,
8173,Uttar Pradesh,,,2020-10-29,477895,446054,6983,0,14569242,
8174,Uttarakhand,,,2020-10-29,61566,56529,1009,483,1034819,
8175,West Bengal,,,2020-10-29,365692,321873,6725,0,4468496,
8176,Andaman and Nicobar Islands,,,2020-10-30,4317,4076,59,0,87789,
8177,Andhra Pradesh,,,2020-10-30,820565,788375,6676,0,7946860,
8178,Arunachal Pradesh,,,2020-10-30,14752,12777,37,0,316633,
8179,Assam,,,2020-10-30,206015,194665,926,3,4631817,
8180,Bihar,,,2020-10-30,215964,206625,1084,1,10776083,
8181,Chandigarh,,,2020-10-30,14351,13469,225,0,106090,
8182,Chhattisgarh,,,2020-10-30,185306,160918,2038,0,1786685,
8183,Dadra and Nagar Haveli and Daman and Diu,,,2020-10-30,3246,3168,2,26,72410,
8184,Delhi,,,2020-10-30,381644,342811,6470,0,4636365,
8185,Goa,,,2020-10-30,43416,40409,602,0,298792,
8186,Gujarat,,,2020-10-30,172009,155205,3714,0,6002273,
8187,Haryana,,,2020-10-30,165467,151839,1777,0,2636083,
8188,Himachal Pradesh,,,2020-10-30,21577,18517,306,30,389348,
8189,India,,,2020-10-30,8136168,7430911,121682,1423,108796064,
8190,Jammu and Kashmir,,,2020-10-30,94330,86024,1471,0,2284588,
8191,Jharkhand,,,2020-10-30,101287,95208,883,0,3274987,
8192,Karnataka,,,2020-10-30,820398,749740,11140,19,7804312,
8193,Kerala,,,2020-10-30,425123,332994,1458,106,4585050,
8194,Ladakh,,,2020-10-30,6194,5493,74,0,72336,
8195,Madhya Pradesh,,,2020-10-30,170690,158455,2941,0,2908257,
8196,Maharashtra,,,2020-10-30,1672858,1503050,43837,553,8906826,
8197,Manipur,,,2020-10-30,18274,13805,164,0,347026,
8198,Meghalaya,,,2020-10-30,9382,8125,87,0,201296,
8199,Mizoram,,,2020-10-30,2694,2270,1,0,111058,
8200,Nagaland,,,2020-10-30,8945,7229,39,81,97719,
8201,Odisha,,,2020-10-30,288646,273838,1361,0,4508065,
8202,Puducherry,,,2020-10-30,34908,30577,592,0,308629,
8203,Punjab,,,2020-10-30,133158,124870,4187,0,2582787,
8204,Rajasthan,,,2020-10-30,195213,178064,1898,0,3718493,
8205,Sikkim,,,2020-10-30,3913,3509,67,82,56319,
8206,Tamil Nadu,,,2020-10-30,722011,687388,11091,0,9885443,
8207,Telangana,,,2020-10-30,237187,217401,1330,0,4240748,
8208,Tripura,,,2020-10-30,30660,28714,343,23,456957,
8209,Uttar Pradesh,,,2020-10-30,480082,448644,7007,0,14717483,
8210,Uttarakhand,,,2020-10-30,61915,56771,1011,499,1010617,
8211,West Bengal,,,2020-10-30,369671,325888,6784,0,4512270,
8212,Andaman and Nicobar Islands,,,2020-10-31,4332,4100,59,0,88453,
8213,Andhra Pradesh,,,2020-10-31,823348,792083,6690,0,8028905,
8214,Arunachal Pradesh,,,2020-10-31,14852,12959,37,0,318479,
8215,Assam,,,2020-10-31,206351,196051,930,3,4657839,
8216,Bihar,,,2020-10-31,216764,207811,1090,1,10923023,
8217,Chandigarh,,,2020-10-31,14418,13551,226,0,107015,
8218,Chhattisgarh,,,2020-10-31,187270,163079,2101,0,1809446,
8219,Dadra and Nagar Haveli and Daman and Diu,,,2020-10-31,3249,3181,2,26,72410,
